tool_id,pearson_correlation,nr_samples
spring_model/0.2,1.0,2
vcfcombine/0.0.4,1.0,2
CONVERTER_bcf_to_bcf_uncompressed,1.0,2
metaquantome_sample/2.0.0-0,1.0,2
stacks_populations/1.46.2,1.0,2
chira_quantify/1.4.2,1.0,2
ip_points_association_nn/0.0.1,1.0,2
hicexplorer_hicsummatrices/3.4.2.0,1.0,2
blast_parser/0.1.1,1.0,2
chira_collapse/1.3.1,1.0,2
chira_extract/1.0.3,1.0,2
deseq2,1.0,2
Epifany/2.6,1.0,2
gmx_restraints/2019.1.5,1.0,2
seq_filter_by_mapping/0.0.7,1.0,2
split_file_to_collection/0.3.0,1.0,2
picard_ReorderSam/2.7.1.0,1.0,2
vcftools_isec/0.1,1.0,2
PeakPickerIterative/2.3.0,1.0,2
ctb_im_max_min_picker/1.1.4,1.0,2
sklearn_ensemble/1.0.0.4,1.0,2
sklearn_searchcv/1.0.0.4,1.0,2
samtools_calmd/2.0,1.0,2
snpEff_get_chr_names/4.3+T.galaxy1,1.0,2
last_db/1205,1.0,2
hicexplorer_hicadjustmatrix/3.4.2.0,0.9999999403953552,4
data_manager_fetch_genome_all_fasta_dbkey/0.0.2,0.9999999403953552,3
hmmer_hmmconvert/3.3,0.9999998211860657,5
FeatureFinderIsotopeWavelet/2.6,0.9999996423721313,3
bioext_bam2msa/0.20.2,0.9999995827674866,3
spades/3.11.1,0.9999994039535522,4
trinity_contig_exn50_statistic/2.8.5,0.9999961256980896,7
pileup_interval/1.0.3,0.9999954700469971,7
EMBOSS: antigenic1/5.0.0.1,0.999986469745636,38
bedtools_multicovtbed/2.27.0.0,0.9999818205833435,15
rgEstLibComp/1.56.0,0.9999765157699585,28
proteomics_moff/2.0.2.0,0.9999762773513794,10
stacks_stats/1.46.0,0.9999760985374451,25
EMBOSS: checktrans9/5.0.0.1,0.999972939491272,4
build_ucsc_custom_track_1/1.0.0,0.9999692440032959,30
bgchem_fragment_merger,0.999965488910675,3
hicexplorer_hicplotviewpoint/3.3.1.0,0.9999635219573975,5
schicexplorer_schiccorrectmatrices/1.0,0.9999570846557617,3
TextExporter/2.5,0.9999487400054932,3
infernal_cmbuild/1.1.4,0.9999400973320007,3
bg_sortmerna/2.0.0,0.9999373555183411,4
hmmer_hmmbuild/3.3.2,0.9999362230300903,19
bctools_merge_pcr_duplicates/0.2.2,0.9999342560768127,29
EMBOSS: prettyplot79/5.0.0.1,0.9999277591705322,3
vcfallelicprimitives/0.0.3,0.9999183416366577,8
obi_tab/1.2.11,0.9999143481254578,41
CONVERTER_fasta_to_bowtie_color_index,0.9999129176139832,4
crossmap_bed/0.5.2,0.9999109506607056,35
flashlfq/1.0.0.0,0.9999101161956787,4
vcfbedintersect/0.0.1,0.9999074339866638,3
tp_sort_header_tool/1.1.0,0.9998961091041565,67
stringtie/1.2.3,0.999894380569458,6
obi_convert/1.2.13,0.9998859763145447,21
vcf_filter/1.0.0,0.9998852610588074,55
EMBOSS: iep45/5.0.0.1,0.9998844265937805,42
bcftools_query/1.10,0.9998782277107239,60
bcftools_isec/1.10,0.9998767375946045,32
deeptools_estimatereadfiltering/3.0.2.0,0.9998735189437866,25
crossmap_vcf/0.3.7,0.9998586773872375,21
sam2interval/1.0.1,0.9998581409454346,67
collection_column_join/0.0.1,0.9998539686203003,3
fastq_combiner/1.1.1,0.9998466968536377,26
EMBOSS: degapseq20/5.0.0,0.999843418598175,88
viennarna_rnaup/2.2.10.0,0.9998409748077393,54
rnasnp/1.2.0,0.9998332262039185,49
EMBOSS: hmoment44/5.0.0.1,0.9998329281806946,28
metaeuk_easy_predict/4.a0f584d,0.999821662902832,3
quantwiz_iq/2.0,0.9998152256011963,28
chira_collapse/1.1.2,0.9998119473457336,12
idr_download_by_ids/0.41,0.999811053276062,10
dimspy_blank_filter/2.0.0,0.9997868537902832,57
bedtools_sortbed/2.27.1,0.9997845888137817,69
hicexplorer_hicaverageregions/3.4.3.0,0.9997677206993103,5
chira_quantify/1.4.0,0.9997649788856506,9
seurat_find_variable_genes/3.1.1_0.0.6,0.9997639060020447,6
stringtie_merge/1.3.3,0.9997556209564209,5
samtools_slice_bam/2.0,0.9997329115867615,4
tp_replace_in_line/1.1.1,0.9997246861457825,39
MzTabExporter/2.3.0,0.9997214078903198,27
onto_tk_term_id_vs_term_name/1.45.0,0.9997053742408752,32
blastxml_to_tabular/0.3.1,0.9997034668922424,3
sed_stream_editor/0.0.1,0.9996872544288635,123
EMBOSS: charge8/5.0.0.1,0.999686062335968,11
chira_merge/1.3.4,0.9996832013130188,6
nanocompore_db/1.0.0rc3.post2,0.9996821284294128,10
hicexplorer_hicconvertformat/3.4.2.0,0.9996816515922546,11
chira_quantify/1.1.4,0.9996773600578308,13
bedtools_jaccard/2.27.1,0.9996771216392517,5
samtools_phase/2.0.2,0.9996764063835144,6
bedtools_jaccard/2.29.2,0.9996742606163025,68
vsearch_search/2.8.3.0,0.9996396899223328,57
tabular_to_fastq/1.0.0,0.9996367692947388,102
raven/1.2.2,0.9996261596679688,5
dotknot/1.3.1,0.9996110200881958,31
khmer_count_median/3.0.0a3,0.9995770454406738,22
vcfleftalign/1.0.0_rc1,0.9995715618133545,6
deg_annotate/1.0,0.9995380640029907,13
tp_sort_rows/1.1.0,0.9995202422142029,44
vcfleftalign/1.0.0_rc3,0.9995169639587402,74
mothur_count_groups/1.36.1.0,0.9995064735412598,7
IDMerger/2.2.0,0.9994828701019287,7
tp_replace_in_column/1.1.2,0.9994332194328308,6
hicexplorer_hiccomparematrices/3.3.1.0,0.9994253516197205,6
vcfdistance/0.0.3,0.9994189143180847,76
bio_hansel/2.6.1,0.999414324760437,55
hicexplorer_hicfindtads/3.3.1.0,0.9993940591812134,42
ivar_trim/1.2,0.9993844032287598,9
cshl_fastx_barcode_splitter/1.0.0,0.9993780851364136,40
hicexplorer_hictransform/2.1.2.0,0.9993550181388855,3
bedtools_clusterbed/2.29.0,0.9993394613265991,29
seurat_run_tsne/3.1.2,0.999322235584259,7
samtools_sort/2.0.1,0.9993150234222412,6
vcfflatten2/1.0.0_rc1,0.9993125796318054,8
schicexplorer_schicclusterminhash/1.0,0.9993060231208801,24
scanpy_integrate_harmony/1.7.2,0.9992989897727966,3
ncbi_convert2blastmask_wrapper/2.10.1,0.9992862343788147,4
export/4.2.13,0.9992832541465759,3
lofreq_viterbi/2.1.4,0.9992790818214417,21
idr_download_by_ids/0.20,0.9992774128913879,4
ip_spot_detection_2d/0.0.1,0.9992746710777283,12
chira_collapse/1.4.31,0.9992662072181702,3
ucsc-twobittofa/357,0.9992445707321167,51
sixgill_filter/0.2.4.0,0.9992304444313049,21
seqtk_hety/1.3.1,0.9992290139198303,30
metagenomeseq_normalizaton/1.16.0-0.0.1,0.9992102384567261,37
encyclopedia_prosit_csv_to_library/0.9.5.0,0.9991804957389832,3
gff3.rebase/1.2,0.9991452097892761,28
SnpEff-cds-report/1.2,0.999133825302124,57
humann2_join_tables/0.11.1.1,0.9991246461868286,36
aragorn_trna/0.4,0.9991177320480347,7
vcftools_subset/0.1,0.9990888237953186,57
snpeff_to_peptides/0.0.1,0.9990801811218262,58
circos_aln_to_links/0.69.8,0.9990551471710205,120
raceid_trajectory/3.0.2.1,0.9990415573120117,10
bedtools_makewindowsbed/2.27.1,0.9990071058273315,57
chira_map/1.0.3,0.9990040063858032,3
minfi_maptogenome/1.28.0,0.9989905953407288,14
schicexplorer_schicadjustmatrix/1.0,0.9989693760871887,6
chira_merge/1.0.3,0.9989656209945679,4
proteinortho_summary/6.0.31,0.9989585280418396,17
ConsensusID/2.3.0,0.9989483952522278,3
hicexplorer_chicviewpointbackgroundmodel/3.4.3.0,0.9989404082298279,11
chira_extract/1.0.2,0.9989100098609924,6
chira_collapse/1.3.3,0.9989038705825806,12
metaquantome_sample/1.0.0-0,0.998855710029602,29
metaquantome_sample/2.0.2,0.998715877532959,3
samtools_stats/2.0,0.9986621737480164,5
bp_genbank2gff3/1.0,0.998617947101593,205
fastq_filter/1.0.0,0.9985933899879456,14
khmer_filter_abundance/3.0.0a3,0.9985849261283875,56
tp_easyjoin_tool/1.0.0,0.9985702037811279,59
peptide_shaker/2.0.9,0.998557984828949,3
CONVERTER_maf_to_fasta_0,0.9985432028770447,9
chira_quantify/1.2.0,0.9984955787658691,7
seqtk_listhet/1.3.1,0.9984824657440186,31
idba_hybrid/1.1.3,0.9984503984451294,39
chira_collapse/1.0.3,0.998442530632019,4
scanpy_run_pca/1.3.2,0.9984211921691895,78
unipept/2.0.1,0.9983423352241516,5
snpEff/3.4,0.998292088508606,4
QCCalculator/2.3.0,0.9982802271842957,6
chira_map/1.3.1,0.9982429146766663,15
bedtools_bed12tobed6/2.30.0,0.9981983304023743,30
smooth_running_window,0.9981914162635803,17
bam_to_scidx/1.0.1,0.9981569647789001,30
stoceps_trend_indic/0.0.2,0.998134434223175,5
IDMassAccuracy/2.3.0,0.9981020092964172,4
tp_find_and_replace/1.1.2,0.998005747795105,233
delly_merge/0.8.5,0.9979727268218994,4
IDConflictResolver/2.6,0.9979420304298401,41
bg_protein_properties,0.9979417324066162,27
dada2_assignTaxonomyAddspecies/1.12,0.9979290962219238,22
hyphy_gard/2.5.5,0.9978944659233093,3
seurat_export_cellbrowser/3.1.2,0.9978783130645752,3
hicexplorer_hicfindrestrictionsites/3.3.1.0,0.9977594614028931,7
obi_convert/1.2.11,0.9977486729621887,92
deeptools_plot_profile/3.5.1.0.0,0.997710108757019,8
scanpy_find_variable_genes/1.3.2,0.9976975321769714,74
seurat_read10x/3.1.1_0.0.6,0.9976918697357178,9
bedtools_overlapbed/2.29.2,0.9976909756660461,4
seurat/4.0.5,0.9976667165756226,3
scanpy_run_tsne/1.3.2,0.9976395964622498,300
seurat_export_cellbrowser/3.1.1_0.0.6,0.9976194500923157,3
rbc_mafft/7.221.0,0.9975905418395996,4
ProteinQuantifier/2.6,0.997544527053833,33
proteomiqon_proteininference/0.0.7,0.9975365400314331,20
bowtie2/0.4,0.9974676370620728,5
bed_to_protein_map/0.1.0,0.9974572062492371,26
fasta_compute_length/1.0.0,0.9974150061607361,7
hyphy_gard/2.5.4,0.9974139332771301,4
chromhmm_seacr/1.3,0.997378945350647,25
hicexplorer_hiccorrectmatrix/3.4.2.0,0.997368335723877,6
megahit_contig2fastg/1.1.3,0.9973204731941223,72
gecko/1.1,0.9972851276397705,3
metaeuk_easy_predict/5.34c21f2,0.9972442984580994,3
scanpy_run_umap/1.3.2,0.9972161054611206,76
bedtools_bedtoigv/2.30.0,0.9972132444381714,26
chira_map/1.3.3,0.9972069263458252,12
idr_download_by_ids/0.10,0.9971888661384583,6
macs2_callpeak/2.1.0.20140616.0,0.997158944606781,8
samtools_flagstat/2.0,0.9970703125,10
rseqc_clipping_profile/2.6.4,0.9970387816429138,95
bcftools_csq/1.10,0.9970037937164307,32
minfi_dropsnp/1.28.0,0.9969921708106995,10
bedtools_groupbybed/2.30.0,0.9969703555107117,32
vcfsort/1.0.0_rc3,0.996969997882843,324
humann2_join_tables/0.11.1.0,0.9969496726989746,65
chira_merge/1.1.4,0.9968705177307129,20
pandas_rolling_window/0.1,0.996849536895752,164
varscan_somatic/2.4.3.5,0.9968068599700928,46
seurat_filter_cells/3.1.1_0.0.6,0.9967302083969116,5
ngsutils_bam_filter/0.5.7.0,0.9966850280761719,3
graphmap_overlap/0.5.2,0.9966638684272766,39
stacks_populations/1.46.0,0.9965963959693909,4
glimmer_build-icm/0.2,0.9964350461959839,64
minfi_read450k/2.1.0,0.9964017271995544,101
MapAlignerPoseClustering/2.5,0.9963439702987671,14
OpenSwathAssayGenerator/2.5,0.9962973594665527,15
vcf_to_maf_customtrack1,0.9962436556816101,5
minfi_mset/1.28.0,0.9961597323417664,14
scanpy_find_cluster/1.3.2,0.9959655404090881,246
vcfbreakcreatemulti/1.0.0_rc1,0.9959301948547363,21
bedtools_tagbed/2.29.2,0.9959149956703186,5
thermo_raw_file_converter/1.1.2,0.9959128499031067,23
ConsensusMapNormalizer/2.6,0.9959108233451843,8
trim_reads/1.0.0,0.9958615303039551,48
scanpy_read_10x/1.6.0,0.9958608746528625,33
last_maf_convert/1205,0.9958563446998596,3
bedtools_bedtobam/2.29.0,0.995800256729126,76
openbabel_change_title/2.4.2.1.0,0.9957922101020813,20
fastq_to_fasta_python/1.0.0,0.9957232475280762,31
pyprophet_export/2.1.4.0,0.9957079291343689,21
chembl_structure_pipeline/1.0.0,0.9956731796264648,4
seurat_find_neighbours/3.1.2,0.9956477880477905,10
vcffixup/1.0.0_rc3,0.9955965876579285,101
picard_CollectBaseDistributionByCycle/2.18.2.1,0.995491623878479,56
bbtools_bbmap/1.0.0.0.0,0.9952729940414429,5
minfi_rset/1.28.0,0.9952641129493713,12
glimmer_knowledge_based/3.02,0.9952369928359985,7
mothur_hcluster/1.36.1.0,0.9952356219291687,51
minfi_dmp/1.28.0,0.9950782060623169,12
tp_text_file_with_recurring_lines/1.1.0,0.9950671792030334,6
trinity_contig_exn50_statistic/2.8.4,0.9950277209281921,26
bcftools_cnv/1.9,0.9948375821113586,9
sixgill_makefasta/0.2.4.0,0.9948368072509766,31
seurat_find_variable_genes/3.1.2,0.994774580001831,21
bedtools_bamtobed/2.19.0,0.9947617650032043,6
scanpy_read_10x/1.3.2,0.9947029948234558,98
idr_download_by_ids/0.30,0.9946394562721252,4
abims_xcms_refine/3.12.0,0.9945531487464905,30
stacks2_shortreads/2.4,0.994512140750885,55
hmmer_hmmalign/3.3.2,0.9944755434989929,7
diff/3.6,0.9944528937339783,24
gmx_editconf/2022,0.9943550229072571,22
md_converter/1.9.3.1,0.9941239953041077,23
peptide_shaker/2.0.25,0.9940931797027588,17
gops_complement_1/0.0.1,0.9940788149833679,4
scanpy_compute_graph/1.3.2,0.9939943552017212,76
obi_tab/1.2.13,0.9939742684364319,20
rnalfoldz,0.9939271211624146,12
EMBOSS: trimest102/5.0.0.1,0.9938108921051025,35
obi_annotate/1.2.11,0.9938056468963623,45
EMBOSS: newcpgseek58/5.0.0.1,0.9936828017234802,119
trinity_filter_low_expr_transcripts/2.8.5,0.9934808611869812,24
vcfrandomsample/1.0.0_rc3,0.9934800267219543,82
transit_tn5gaps/3.0.2,0.9934773445129395,26
multiqc/1.3.1,0.9933823347091675,23
prokka/1.12.0,0.9933611154556274,24
gemini_load/0.18.1.0,0.9932950139045715,8
raven/1.8.0,0.9932847023010254,12
QCCalculator/2.6,0.9931355714797974,3
raceid_inspecttrajectory/3.1,0.9931349158287048,175
four_color_plot/1.0.0,0.9930639266967773,63
FileConverter/2.3.0,0.992952823638916,56
tp_multijoin_tool/1.1.0,0.9928653240203857,5
vcftools_merge/0.1,0.9928430318832397,4
bamFilter/0.0.2,0.9926891326904297,9
bio3d_rmsd/2.3,0.9926440119743347,33
gmx_em/2019.1.1,0.9926305413246155,8
picard_ReorderSam/1.56.0,0.9926266670227051,4
infernal_cmpress/1.1.2.0,0.9925667643547058,56
nextalign/0.1.6,0.9925495386123657,9
hicexplorer_hicsummatrices/3.4.1.0,0.9925057291984558,16
seurat_run_pca/3.1.2,0.992483377456665,14
flash/1.2.11.3,0.9924638867378235,104
monocle3_create/0.1.4,0.9924218058586121,6
Sff_extractor,0.9923741221427917,73
hicexplorer_hicmergematrixbins/3.4.1.0,0.9923735857009888,38
deeptools_multi_bam_summary/2.5.1.1.0,0.992358922958374,4
FileMerger/2.6,0.9921969771385193,13
ffindex_dbkit_merge/0.2,0.9920168519020081,9
OpenPepXLLF/2.6,0.991976797580719,8
sequence_convert,0.9919763207435608,45
chira_quantify/1.3.1,0.9917759299278259,14
cat_summarise/5.0.3.0,0.9917688369750977,61
mothur_split_groups/1.39.5.0,0.9917685985565186,30
treebest_best/1.9.2.post0,0.9915372729301453,20
regex1/1.0.0,0.991457462310791,1399
schicexplorer_schicplotclusterprofiles/1.0,0.9914143681526184,5
picard_AddOrReplaceReadGroups/2.7.1.0,0.9911555647850037,13
parmconv/21.0,0.9909723997116089,5
PeptideIndexer/2.2.0,0.9909193515777588,23
openbabel_remDuplicates/3.1.1,0.9907540082931519,10
mummer_delta_filter/4.0.0beta2,0.9907423853874207,185
hicexplorer_hictransform/3.4.1.0,0.9907287955284119,9
compare_humann2_output/0.1.0,0.9907275438308716,42
tracy_assemble/0.6.1,0.9906933903694153,13
trinity_gene_to_trans_map/2.9.1,0.9906279444694519,18
vsearch_chimera_detection/2.8.3.0,0.9906018376350403,86
vcfprimers/1.0.0_rc3,0.9903254508972168,98
trinity_abundance_estimates_to_matrix/2.8.4,0.9903013110160828,225
ip_histogram_equalization/0.0.1,0.9901813268661499,228
hicexplorer_hicpca/2.1.2.0,0.9900112152099609,3
pycoqc/2.5.2,0.9899167418479919,119
obi_uniq/1.2.13,0.9896498918533325,11
seurat_dim_plot/2.3.1,0.9896249771118164,12
chira_quantify/1.3.5,0.9894887208938599,30
mergeCols1/1.0.1,0.9893997311592102,989
genbank_to_gff,0.9893237352371216,493
read_it_and_keep/0.1.0,0.9892551898956299,130
tbvcfreport/0.1.8,0.9892420768737793,47
trinity_super_transcripts/2.8.5,0.9891537427902222,16
vcfprimers/1.0.0_rc1,0.9890878200531006,39
jbrowse/1.16.4,0.9890652298927307,14
CONVERTER_interval_to_bed6_0,0.9890543222427368,56
circos_wiggle_to_scatter/0.69.8,0.9888051748275757,424
chira_quantify/1.3.4,0.988684356212616,4
pizzly/0.37.3.1,0.9886004328727722,30
openbabel_addh/3.1.1,0.9884294867515564,55
ecology_presence_abs_abund/0.0.0,0.9882829189300537,12
ecology_link_between_var/0.0.0,0.9882151484489441,11
seurat_export_cellbrowser/2.3.1,0.9881640076637268,11
sam_bw_filter/1.0.0,0.9880768060684204,18
thermo_raw_file_converter/1.1.10,0.9879865646362305,32
seurat_normalise_data/3.1.2,0.9879566431045532,21
vcfhethom/1.0.0_rc1,0.9878931641578674,32
PeakPickerWavelet/2.3.0,0.9875990748405457,6
IDMerger/2.5,0.9872744679450989,3
last_db/1021,0.9872440099716187,19
scanpy_normalise_data/1.3.2,0.9872198700904846,80
vsearch_search/2.8.3.1,0.9871736764907837,92
msms_extractor/1.0.0,0.9870797991752625,25
maker_map_ids/2.31.10,0.986990213394165,56
nonpareil/3.1.1.0,0.9869522452354431,48
circos_interval_to_text/0.69.8,0.9868695735931396,112
dropletutils_empty_drops/1.0.3,0.986848771572113,84
biomd_rmsd_clustering/0.1.5.2,0.9868013262748718,14
nextclade/0.14.3,0.9867973923683167,19
qiime_make_otu_table/1.9.1.0,0.9867962002754211,194
Interval2Maf1,0.9867571592330933,9
OpenSwathAssayGenerator,0.9865987300872803,36
ctb_simsearch/0.2,0.9864296317100525,33
htseq_count/0.6.1galaxy2,0.9863969087600708,16
hicexplorer_hicmergematrixbins/3.4.2.0,0.986242949962616,4
vg_view/1.23.0,0.986194908618927,49
viennarna_rnasubopt/2.2.10.0,0.9861840605735779,25
cutadapt/1.16,0.9860252141952515,5
sklearn_feature_selection/1.0.8.3,0.9860161542892456,19
scanpy_integrate_harmony/1.6.0,0.985922634601593,6
spades_biosyntheticspades/3.15.3,0.9859089255332947,6
sam_to_bam/1.1.2,0.9858870506286621,107
seurat_find_variable_genes/3.1.1,0.9858812689781189,3
trim_galore/0.2.8.1,0.9855888485908508,4
dada2_seqCounts/1.18,0.9854860305786133,8
hicexplorer_hicconvertformat/3.3.1.0,0.9854109883308411,17
seurat/2.3.4,0.9851641058921814,40
count_gff_features/0.2,0.9851506948471069,123
jq/1.0,0.9851065278053284,227
bedtools_annotatebed/2.27.1,0.9846739768981934,6
Determine_BC/2.1.2,0.9844123125076294,22
EMBOSS: digest23/5.0.0,0.984186053276062,36
hicexplorer_hicplotmatrix/3.4.2.0,0.9841395616531372,16
freebayes/0.4.1,0.9841208457946777,5
cshl_fastx_clipper/1.0.1,0.9840277433395386,34
fastq_manipulation/1.1.1,0.983875036239624,56
blastxml_to_top_descr/0.0.9,0.9837517142295837,4
extract_transcript_to_gene_map_from_trinity/1.1.17,0.9834545254707336,139
karyotype_Plot_1/1.0.0,0.9834038615226746,20
mothur_seq_error/1.36.1.0,0.9833916425704956,3
lofreq_indelqual/2.1.3.1,0.9833459854125977,109
busco/5.3.1,0.9832074642181396,47
dada2_plotComplexity/1.12,0.9831139445304871,111
bedtools_genomecoveragebed/2.27.1,0.9830852150917053,174
abims_xcms_summary/3.4.4.0,0.9830636978149414,26
scater_plot_exprs_freq/1.12.2,0.9828184843063354,14
bedtools_bed12tobed6/2.29.2,0.9825744032859802,15
cutadapt/1.16.3,0.9825730919837952,181
scanpy_read_10x/1.4.3,0.9825599789619446,157
vcffilter2/0.0.3,0.9822537302970886,44
chira_map/1.2.0,0.9821858406066895,8
openbabel_filter/2.4.2.1.1,0.9820033311843872,12
qiime_pick_rep_set/1.9.1.0,0.9819137454032898,425
rna_quast/2.1.0,0.9818466901779175,8
chira_quantify/1.3.3,0.981748104095459,13
scanpy_filter_cells/1.8.1,0.9817450642585754,102
Digestor/2.6,0.9816218614578247,654
datamash_transpose/1.0.6,0.9815835952758789,91
fasta_filter_by_length/1.1,0.9815328121185303,5162
TargetedFileConverter,0.9810805320739746,33
sklearn_numeric_clustering,0.9810664653778076,10
snpSift_caseControl/3.4,0.9810578227043152,59
hicexplorer_hicaggregatecontacts/3.3.1.0,0.9808230996131897,8
iterative_map_pipeline/1.0,0.980594277381897,13
rseqc_read_GC/2.6.4,0.9804926514625549,71
canu/1.7,0.9803672432899475,21
bedtools_multiintersectbed/2.29.2,0.9802568554878235,187
tximport/1.22.0,0.9802523255348206,64
snippy_core/4.4.5,0.9801938533782959,23
pampa_glmcomm/0.0.1,0.980070948600769,31
bedtools_multiintersectbed/2.29.0,0.9799161553382874,195
nextalign/1.3.0,0.9798693656921387,5
samtools_bam_to_cram/1.9,0.9798663258552551,4
cd_hit_protein/1.3,0.9796158671379089,245
obi_sort/1.2.13,0.9795190095901489,12
deeptools_bam_compare/3.0.1.0,0.9794926047325134,4
sina/1.7.1,0.9794312715530396,11
deeptools_bamCoverage/1.5.11.0,0.9792418479919434,4
regexColumn1/1.0.0,0.9792078733444214,1631
hifive/0.1.0,0.9790661931037903,3
monocle3_preprocess/0.1.4,0.9789105653762817,5
spades_rnaviralspades/3.15.3,0.9788596034049988,3
scanpy_run_umap/1.4.30,0.9787632822990417,222
trnascan/0.4,0.978742778301239,268
bedtools_unionbedgraph/2.29.0,0.9785506129264832,95
vcffixup/1.0.0_rc1,0.978522777557373,96
tbl2gff3/1.2,0.9784840941429138,33
macs2_bdgbroadcall/2.1.1.20160309.0,0.978049099445343,265
trinity/2.6.6,0.9780400395393372,12
mothur_dist_seqs/1.36.1.0,0.977764368057251,3
gmx_em/2021.3,0.9777510762214661,62
biom_convert/2.1.5.4,0.9777321219444275,66
scanpy_find_cluster/1.4.30,0.9777045845985413,238
stacks2_sstacks/2.55,0.9775701761245728,4
seurat_read10x/2.3.1,0.9774022698402405,24
humann2_split_stratified_table/0.11.1.1,0.9773571491241455,147
trinotate/3.1.1,0.9772721529006958,28
MAF_Thread_For_Species1,0.9772324562072754,28
trinity_filter_low_expr_transcripts/2.9.1,0.9771744608879089,132
samtools_sort/1.0.2,0.9771177172660828,117
wolf_psort/0.0.11,0.9771127700805664,247
cshl_fastx_reverse_complement/1.0.0,0.9769482016563416,30
vcfgeno2haplo/1.0.0_rc1,0.9767727851867676,25
maxquant_mqpar/1.6.3.4,0.9766783118247986,15
seurat_scale_data/3.1.2,0.9766760468482971,16
replace_chromosome_names/0.1,0.9766277074813843,83
ivar_consensus/1.2,0.9764889478683472,100
bedtools_mergebed/2.27.1,0.9764214754104614,80
bio3d_pca_visualize/2.3.4,0.9764096736907959,426
EMBOSS: backtranseq2/6.6.0,0.9763910174369812,107
humann2_split_table/0.11.1.1,0.9763808250427246,90
bedtools_coveragebed/2.27.1,0.9763618111610413,138
hicexplorer_hicfindrestrictionsites/3.4.3.0,0.9763561487197876,48
schicexplorer_schicconsensusmatrices/4.0,0.976311206817627,22
proteomiqon_peptidespectrummatching/0.0.7,0.9761160016059875,75
qiime_upgma_cluster/1.9.1.0,0.9760663509368896,23
peakcalling_sicer/0.0.2,0.975859522819519,102
schicexplorer_schiccreatebulkmatrix/4.0,0.9756308197975159,16
