tool_id,pearson_correlation,nr_samples
stacks_populations/1.46.2,1.0,2
chira_quantify/1.4.2,1.0,2
hicexplorer_hicsummatrices/3.4.2.0,1.0,2
ip_points_association_nn/0.0.1,1.0,2
blast_parser/0.1.1,1.0,2
chira_collapse/1.3.1,1.0,2
chira_extract/1.0.3,1.0,2
deseq2,1.0,2
Epifany/2.6,1.0,2
gmx_restraints/2019.1.5,1.0,2
seq_filter_by_mapping/0.0.7,1.0,2
split_file_to_collection/0.3.0,1.0,2
picard_ReorderSam/2.7.1.0,1.0,2
vcftools_isec/0.1,1.0,2
PeakPickerIterative/2.3.0,1.0,2
ctb_im_max_min_picker/1.1.4,1.0,2
sklearn_ensemble/1.0.0.4,1.0,2
sklearn_searchcv/1.0.0.4,1.0,2
samtools_calmd/2.0,1.0,2
last_db/1205,1.0,2
humann_strain_profiler/3.0.0,0.9999999958639048,3
mothur_cluster/1.36.1.0,0.9999999929397786,6
EMBOSS: dan19/5.0.0.1,0.9999999775852733,3
cshl_awk_tool,0.9999999748951542,4
hicexplorer_hicadjustmatrix/3.4.2.0,0.9999999688637675,4
data_manager_fetch_genome_all_fasta_dbkey/0.0.2,0.9999999604795458,3
hmmer_hmmconvert/3.3,0.9999998048319726,5
FeatureFinderIsotopeWavelet/2.6,0.9999996532463622,3
bioext_bam2msa/0.20.2,0.9999995867783247,3
spades/3.11.1,0.9999994041333701,4
trinity_contig_exn50_statistic/2.8.5,0.9999961160173197,7
pileup_interval/1.0.3,0.9999954419620232,7
EMBOSS: antigenic1/5.0.0.1,0.9999864992122822,38
bedtools_multicovtbed/2.27.0.0,0.9999817998466187,15
rgEstLibComp/1.56.0,0.9999765439838043,28
proteomics_moff/2.0.2.0,0.9999762722231337,10
stacks_stats/1.46.0,0.9999760795068858,25
EMBOSS: checktrans9/5.0.0.1,0.9999729539554267,4
build_ucsc_custom_track_1/1.0.0,0.9999692165993829,30
bgchem_fragment_merger,0.9999654817128936,3
hicexplorer_hicplotviewpoint/3.3.1.0,0.9999635306601998,5
schicexplorer_schiccorrectmatrices/1.0,0.9999571089503869,3
TextExporter/2.5,0.9999487553466526,3
infernal_cmbuild/1.1.4,0.9999400780547605,3
bg_sortmerna/2.0.0,0.9999373335411306,4
hmmer_hmmbuild/3.3.2,0.9999362365258312,19
bctools_merge_pcr_duplicates/0.2.2,0.9999342579091535,29
EMBOSS: prettyplot79/5.0.0.1,0.9999277462772252,3
vcfallelicprimitives/0.0.3,0.999918321562489,8
obi_tab/1.2.11,0.9999143222209343,41
CONVERTER_fasta_to_bowtie_color_index,0.9999129419214963,4
crossmap_bed/0.5.2,0.9999109470136487,35
flashlfq/1.0.0.0,0.9999101455160777,4
vcfbedintersect/0.0.1,0.9999074479983421,3
tp_sort_header_tool/1.1.0,0.999896137438777,67
stringtie/1.2.3,0.9998943610929312,6
obi_convert/1.2.13,0.9998859945593834,21
vcf_filter/1.0.0,0.9998852610179911,55
EMBOSS: iep45/5.0.0.1,0.9998844371446589,42
bcftools_query/1.10,0.999878252902292,60
bcftools_isec/1.10,0.9998767221110298,32
deeptools_estimatereadfiltering/3.0.2.0,0.9998735455723786,25
crossmap_vcf/0.3.7,0.9998586668565076,21
sam2interval/1.0.1,0.9998581526941098,67
collection_column_join/0.0.1,0.9998539508449557,3
fastq_combiner/1.1.1,0.9998467012707594,26
EMBOSS: degapseq20/5.0.0,0.9998434234843568,88
viennarna_rnaup/2.2.10.0,0.9998409687805674,54
rnasnp/1.2.0,0.9998332132609363,49
EMBOSS: hmoment44/5.0.0.1,0.9998329024079781,28
metaeuk_easy_predict/4.a0f584d,0.9998216348185145,3
quantwiz_iq/2.0,0.9998151963209085,28
chira_collapse/1.1.2,0.9998119482767213,12
idr_download_by_ids/0.41,0.9998110824411283,10
dimspy_blank_filter/2.0.0,0.9997868579973075,57
bedtools_sortbed/2.27.1,0.9997845948969682,69
hicexplorer_hicaverageregions/3.4.3.0,0.9997677076996235,5
chira_quantify/1.4.0,0.9997649695646621,9
seurat_find_variable_genes/3.1.1_0.0.6,0.9997638907226682,6
stringtie_merge/1.3.3,0.9997556359824943,5
samtools_slice_bam/2.0,0.9997329368472028,4
tp_replace_in_line/1.1.1,0.9997247037385768,39
MzTabExporter/2.3.0,0.9997214340304831,27
onto_tk_term_id_vs_term_name/1.45.0,0.9997053559337521,32
blastxml_to_tabular/0.3.1,0.9997034679807566,3
sed_stream_editor/0.0.1,0.9996872778350095,123
EMBOSS: charge8/5.0.0.1,0.9996860901288265,11
chira_merge/1.3.4,0.9996831923892342,6
nanocompore_db/1.0.0rc3.post2,0.999682106146701,10
hicexplorer_hicconvertformat/3.4.2.0,0.9996816345394123,11
chira_quantify/1.1.4,0.9996773427094672,13
bedtools_jaccard/2.27.1,0.9996771018914407,5
samtools_phase/2.0.2,0.9996763771757988,6
bedtools_jaccard/2.29.2,0.9996742662873289,68
vsearch_search/2.8.3.0,0.9996396760317677,57
tabular_to_fastq/1.0.0,0.9996367539875337,102
raven/1.2.2,0.9996261824560725,5
dotknot/1.3.1,0.9996110187837774,31
khmer_count_median/3.0.0a3,0.9995770330706149,22
vcfleftalign/1.0.0_rc1,0.9995715832336437,6
deg_annotate/1.0,0.9995380653326217,13
tp_sort_rows/1.1.0,0.9995202633306314,44
vcfleftalign/1.0.0_rc3,0.9995169724658823,74
mothur_count_groups/1.36.1.0,0.9995064496948304,7
IDMerger/2.2.0,0.9994828740697249,7
tp_replace_in_column/1.1.2,0.99943321038794,6
hicexplorer_hiccomparematrices/3.3.1.0,0.9994253286982655,6
vcfdistance/0.0.3,0.9994188878143678,76
bio_hansel/2.6.1,0.9994143388788291,55
hicexplorer_hicfindtads/3.3.1.0,0.9993940525914745,42
ivar_trim/1.2,0.9993844164152097,9
cshl_fastx_barcode_splitter/1.0.0,0.9993780823206169,40
hicexplorer_hictransform/2.1.2.0,0.9993550379957631,3
bedtools_clusterbed/2.29.0,0.9993394891915849,29
seurat_run_tsne/3.1.2,0.9993222586368937,7
samtools_sort/2.0.1,0.9993150089914681,6
vcfflatten2/1.0.0_rc1,0.9993125906439403,8
schicexplorer_schicclusterminhash/1.0,0.9993060172022937,24
scanpy_integrate_harmony/1.7.2,0.9992990166319313,3
ncbi_convert2blastmask_wrapper/2.10.1,0.9992862612973423,4
export/4.2.13,0.9992832432378467,3
lofreq_viterbi/2.1.4,0.9992790570450353,21
idr_download_by_ids/0.20,0.9992774009518588,4
ip_spot_detection_2d/0.0.1,0.9992746930644436,12
chira_collapse/1.4.31,0.9992661801992886,3
ucsc-twobittofa/357,0.9992445816203359,51
sixgill_filter/0.2.4.0,0.9992304409212197,21
seqtk_hety/1.3.1,0.9992290409144337,30
metagenomeseq_normalizaton/1.16.0-0.0.1,0.9992102160237204,37
encyclopedia_prosit_csv_to_library/0.9.5.0,0.9991804905108473,3
gff3.rebase/1.2,0.999145209852849,28
SnpEff-cds-report/1.2,0.9991338189228194,57
humann2_join_tables/0.11.1.1,0.9991246428342185,36
aragorn_trna/0.4,0.9991177189736411,7
vcftools_subset/0.1,0.9990887968923934,57
snpeff_to_peptides/0.0.1,0.9990801662211253,58
circos_aln_to_links/0.69.8,0.9990551750993796,120
raceid_trajectory/3.0.2.1,0.999041552115645,10
bedtools_makewindowsbed/2.27.1,0.9990070940090942,57
chira_map/1.0.3,0.9990040225480393,3
minfi_maptogenome/1.28.0,0.9989905971895772,14
schicexplorer_schicadjustmatrix/1.0,0.998969351160988,6
chira_merge/1.0.3,0.9989656154755842,4
proteinortho_summary/6.0.31,0.9989585374672576,17
ConsensusID/2.3.0,0.9989484230558661,3
hicexplorer_chicviewpointbackgroundmodel/3.4.3.0,0.9989403881688363,11
chira_extract/1.0.2,0.998910004746031,6
chira_collapse/1.3.3,0.9989038729752496,12
metaquantome_sample/1.0.0-0,0.9988557098613152,29
metaquantome_sample/2.0.2,0.9987158958032417,3
samtools_stats/2.0,0.9986622009405328,5
bp_genbank2gff3/1.0,0.9986179696510298,205
fastq_filter/1.0.0,0.998593411562868,14
khmer_filter_abundance/3.0.0a3,0.9985849363634114,56
tp_easyjoin_tool/1.0.0,0.9985702270778034,59
peptide_shaker/2.0.9,0.9985579739294994,3
CONVERTER_maf_to_fasta_0,0.9985432109229164,9
chira_quantify/1.2.0,0.99849560395623,7
seqtk_listhet/1.3.1,0.9984824580869139,31
idba_hybrid/1.1.3,0.9984503820653773,39
chira_collapse/1.0.3,0.9984425525072407,4
scanpy_run_pca/1.3.2,0.9984211854758468,78
unipept/2.0.1,0.9983423348233267,5
snpEff/3.4,0.9982921116689879,4
QCCalculator/2.3.0,0.9982802150046393,6
chira_map/1.3.1,0.9982429241750408,15
bedtools_bed12tobed6/2.30.0,0.9981983276360725,30
smooth_running_window,0.9981914286544878,17
bam_to_scidx/1.0.1,0.9981569774661669,30
stoceps_trend_indic/0.0.2,0.9981344479288419,5
IDMassAccuracy/2.3.0,0.9981019891727085,4
tp_find_and_replace/1.1.2,0.9980057254361132,233
delly_merge/0.8.5,0.9979727470626562,4
IDConflictResolver/2.6,0.997942052719557,41
bg_protein_properties,0.9979417358528933,27
dada2_assignTaxonomyAddspecies/1.12,0.9979290998488656,22
hyphy_gard/2.5.5,0.9978944914808598,3
seurat_export_cellbrowser/3.1.2,0.9978782973558362,3
hicexplorer_hicfindrestrictionsites/3.3.1.0,0.9977594703167056,7
obi_convert/1.2.11,0.9977486658910989,92
deeptools_plot_profile/3.5.1.0.0,0.9977101195964796,8
scanpy_find_variable_genes/1.3.2,0.9976975045145479,74
seurat_read10x/3.1.1_0.0.6,0.997691861281397,9
bedtools_overlapbed/2.29.2,0.9976909510794558,4
seurat/4.0.5,0.9976666954305337,3
scanpy_run_tsne/1.3.2,0.9976396079104677,300
seurat_export_cellbrowser/3.1.1_0.0.6,0.9976194778612874,3
rbc_mafft/7.221.0,0.9975905368416411,4
ProteinQuantifier/2.6,0.9975445008894162,33
proteomiqon_proteininference/0.0.7,0.9975365343797646,20
bowtie2/0.4,0.9974676379136885,5
bed_to_protein_map/0.1.0,0.9974572341199468,26
fasta_compute_length/1.0.0,0.9974150058219529,7
hyphy_gard/2.5.4,0.9974139340113083,4
chromhmm_seacr/1.3,0.9973789499892892,25
hicexplorer_hiccorrectmatrix/3.4.2.0,0.9973683508392154,6
megahit_contig2fastg/1.1.3,0.9973204752828801,72
gecko/1.1,0.9972851305959197,3
metaeuk_easy_predict/5.34c21f2,0.997244309393373,3
scanpy_run_umap/1.3.2,0.9972160891528025,76
bedtools_bedtoigv/2.30.0,0.9972132341194779,26
chira_map/1.3.3,0.9972069553180992,12
idr_download_by_ids/0.10,0.9971888475645181,6
macs2_callpeak/2.1.0.20140616.0,0.9971589150211033,8
samtools_flagstat/2.0,0.9970703380994039,10
rseqc_clipping_profile/2.6.4,0.9970387601129198,95
bcftools_csq/1.10,0.9970038072356953,32
minfi_dropsnp/1.28.0,0.9969921427155238,10
bedtools_groupbybed/2.30.0,0.996970353350975,32
vcfsort/1.0.0_rc3,0.9969699741130019,324
humann2_join_tables/0.11.1.0,0.9969496462836308,65
chira_merge/1.1.4,0.9968705295485192,20
pandas_rolling_window/0.1,0.9968495457769302,164
varscan_somatic/2.4.3.5,0.9968068643185045,46
seurat_filter_cells/3.1.1_0.0.6,0.9967302013126585,5
ngsutils_bam_filter/0.5.7.0,0.9966850543063082,3
graphmap_overlap/0.5.2,0.9966638682903853,39
stacks_populations/1.46.0,0.9965964053977239,4
glimmer_build-icm/0.2,0.9964350181370739,64
minfi_read450k/2.1.0,0.9964017562318486,101
MapAlignerPoseClustering/2.5,0.9963439823883098,14
OpenSwathAssayGenerator/2.5,0.9962973851402604,15
vcf_to_maf_customtrack1,0.9962436569451372,5
minfi_mset/1.28.0,0.9961597081867529,14
scanpy_find_cluster/1.3.2,0.99596551073377,246
vcfbreakcreatemulti/1.0.0_rc1,0.9959301730690877,21
bedtools_tagbed/2.29.2,0.9959149689177427,5
thermo_raw_file_converter/1.1.2,0.9959128437359092,23
ConsensusMapNormalizer/2.6,0.9959108255836345,8
trim_reads/1.0.0,0.99586150648169,48
scanpy_read_10x/1.6.0,0.9958608506318454,33
last_maf_convert/1205,0.9958563167612017,3
bedtools_bedtobam/2.29.0,0.9958002695422206,76
openbabel_change_title/2.4.2.1.0,0.9957921998344279,20
fastq_to_fasta_python/1.0.0,0.9957232283834667,31
pyprophet_export/2.1.4.0,0.9957079571592358,21
chembl_structure_pipeline/1.0.0,0.9956731672558322,4
seurat_find_neighbours/3.1.2,0.9956478109593775,10
vcffixup/1.0.0_rc3,0.995596561296554,101
picard_CollectBaseDistributionByCycle/2.18.2.1,0.9954916334513195,56
bbtools_bbmap/1.0.0.0.0,0.9952729849619577,5
minfi_rset/1.28.0,0.995264129268579,12
glimmer_knowledge_based/3.02,0.99523701191765,7
mothur_hcluster/1.36.1.0,0.9952355994375528,51
minfi_dmp/1.28.0,0.9950782071182894,12
tp_text_file_with_recurring_lines/1.1.0,0.9950671730209432,6
trinity_contig_exn50_statistic/2.8.4,0.9950277238890768,26
bcftools_cnv/1.9,0.9948376076057116,9
sixgill_makefasta/0.2.4.0,0.9948368137622232,31
seurat_find_variable_genes/3.1.2,0.9947745624875274,21
bedtools_bamtobed/2.19.0,0.9947617447281679,6
scanpy_read_10x/1.3.2,0.994702975322377,98
idr_download_by_ids/0.30,0.9946394727387456,4
abims_xcms_refine/3.12.0,0.9945531525417334,30
stacks2_shortreads/2.4,0.9945121686547911,55
hmmer_hmmalign/3.3.2,0.994475532429191,7
diff/3.6,0.9944528790619889,24
gmx_editconf/2022,0.9943550028204983,22
md_converter/1.9.3.1,0.9941240097004587,23
peptide_shaker/2.0.25,0.9940932059573134,17
gops_complement_1/0.0.1,0.9940788192358733,4
scanpy_compute_graph/1.3.2,0.9939943542196699,76
obi_tab/1.2.13,0.9939742835786733,20
rnalfoldz,0.993927115327013,12
EMBOSS: trimest102/5.0.0.1,0.9938109020363732,35
obi_annotate/1.2.11,0.9938056592840734,45
EMBOSS: newcpgseek58/5.0.0.1,0.9936827795389319,119
trinity_filter_low_expr_transcripts/2.8.5,0.9934808582085282,24
vcfrandomsample/1.0.0_rc3,0.9934800202128286,82
transit_tn5gaps/3.0.2,0.9934773713262631,26
multiqc/1.3.1,0.9933823192348917,23
prokka/1.12.0,0.9933611326112746,24
gemini_load/0.18.1.0,0.9932950188195537,8
raven/1.8.0,0.9932846963467686,12
QCCalculator/2.6,0.993135600686096,3
raceid_inspecttrajectory/3.1,0.9931349346065895,175
four_color_plot/1.0.0,0.9930639142044636,63
FileConverter/2.3.0,0.9929528370880789,56
tp_multijoin_tool/1.1.0,0.9928652982758283,5
vcftools_merge/0.1,0.9928430519709264,4
bamFilter/0.0.2,0.9926891416103885,9
bio3d_rmsd/2.3,0.9926440148537028,33
gmx_em/2019.1.1,0.992630531889999,8
picard_ReorderSam/1.56.0,0.9926266513324598,4
infernal_cmpress/1.1.2.0,0.992566745738842,56
nextalign/0.1.6,0.9925495290345447,9
hicexplorer_hicsummatrices/3.4.1.0,0.9925057293887363,16
seurat_run_pca/3.1.2,0.9924833718139912,14
flash/1.2.11.3,0.9924638684596189,104
monocle3_create/0.1.4,0.992421797816764,6
Sff_extractor,0.9923741368814397,73
hicexplorer_hicmergematrixbins/3.4.1.0,0.9923736126142776,38
deeptools_multi_bam_summary/2.5.1.1.0,0.9923589110999887,4
FileMerger/2.6,0.9921969967459574,13
ffindex_dbkit_merge/0.2,0.9920168602308225,9
OpenPepXLLF/2.6,0.9919768255532041,8
sequence_convert,0.9919763340344022,45
chira_quantify/1.3.1,0.9917759531676816,14
cat_summarise/5.0.3.0,0.9917688496718239,61
mothur_split_groups/1.39.5.0,0.9917685954315876,30
treebest_best/1.9.2.post0,0.9915372875979249,20
regex1/1.0.0,0.9914574402002899,1399
schicexplorer_schicplotclusterprofiles/1.0,0.9914143792875691,5
picard_AddOrReplaceReadGroups/2.7.1.0,0.991155541813064,13
parmconv/21.0,0.9909724097955301,5
PeptideIndexer/2.2.0,0.9909193690362178,23
openbabel_remDuplicates/3.1.1,0.9907540215312753,10
mummer_delta_filter/4.0.0beta2,0.9907423912299725,185
hicexplorer_hictransform/3.4.1.0,0.9907287844645254,9
compare_humann2_output/0.1.0,0.9907275254055996,42
tracy_assemble/0.6.1,0.9906933704554809,13
trinity_gene_to_trans_map/2.9.1,0.9906279277677685,18
vsearch_chimera_detection/2.8.3.0,0.9906018490161994,86
vcfprimers/1.0.0_rc3,0.9903254738348056,98
trinity_abundance_estimates_to_matrix/2.8.4,0.9903013203124528,225
ip_histogram_equalization/0.0.1,0.990181324399114,228
hicexplorer_hicpca/2.1.2.0,0.9900112320273953,3
pycoqc/2.5.2,0.9899167685152819,119
obi_uniq/1.2.13,0.9896498665339277,11
seurat_dim_plot/2.3.1,0.989624970968179,12
chira_quantify/1.3.5,0.9894886952849896,30
mergeCols1/1.0.1,0.9893997434395173,989
genbank_to_gff,0.989323717961207,493
read_it_and_keep/0.1.0,0.9892551635949383,130
tbvcfreport/0.1.8,0.9892420983578591,47
trinity_super_transcripts/2.8.5,0.989153761976072,16
vcfprimers/1.0.0_rc1,0.9890877953552104,39
jbrowse/1.16.4,0.9890652195185082,14
CONVERTER_interval_to_bed6_0,0.989054338405448,56
circos_wiggle_to_scatter/0.69.8,0.9888051663897691,424
chira_quantify/1.3.4,0.9886843315404196,4
pizzly/0.37.3.1,0.9886004290001601,30
openbabel_addh/3.1.1,0.9884295002266003,55
ecology_presence_abs_abund/0.0.0,0.9882829357346687,12
ecology_link_between_var/0.0.0,0.9882151421271325,11
seurat_export_cellbrowser/2.3.1,0.9881640224577782,11
sam_bw_filter/1.0.0,0.988076825688533,18
thermo_raw_file_converter/1.1.10,0.9879865542485814,32
seurat_normalise_data/3.1.2,0.9879566673569764,21
vcfhethom/1.0.0_rc1,0.9878931850195249,32
PeakPickerWavelet/2.3.0,0.9875990578863824,6
IDMerger/2.5,0.9872744502295103,3
last_db/1021,0.9872440266605875,19
scanpy_normalise_data/1.3.2,0.987219862197585,80
vsearch_search/2.8.3.1,0.9871736472225388,92
msms_extractor/1.0.0,0.9870798193116229,25
maker_map_ids/2.31.10,0.9869901917227362,56
nonpareil/3.1.1.0,0.9869522411824624,48
circos_interval_to_text/0.69.8,0.986869563827662,112
dropletutils_empty_drops/1.0.3,0.9868487515865301,84
biomd_rmsd_clustering/0.1.5.2,0.986801340177824,14
nextclade/0.14.3,0.9867973995619681,19
qiime_make_otu_table/1.9.1.0,0.9867961750809436,194
Interval2Maf1,0.9867571775617372,9
OpenSwathAssayGenerator,0.9865987283074583,36
ctb_simsearch/0.2,0.9864296583235451,33
htseq_count/0.6.1galaxy2,0.9863969209434689,16
hicexplorer_hicmergematrixbins/3.4.2.0,0.9862429254884268,4
vg_view/1.23.0,0.9861949152159311,49
viennarna_rnasubopt/2.2.10.0,0.9861840407643444,25
cutadapt/1.16,0.9860251999025544,5
sklearn_feature_selection/1.0.8.3,0.9860161745361059,19
scanpy_integrate_harmony/1.6.0,0.9859226145942387,6
spades_biosyntheticspades/3.15.3,0.9859088977008281,6
sam_to_bam/1.1.2,0.9858870745337691,107
seurat_find_variable_genes/3.1.1,0.9858812922177796,3
trim_galore/0.2.8.1,0.9855888463168102,4
dada2_seqCounts/1.18,0.9854860067507473,8
hicexplorer_hicconvertformat/3.3.1.0,0.9854110030109204,17
seurat/2.3.4,0.98516411779781,40
count_gff_features/0.2,0.9851507020914091,123
jq/1.0,0.985106535326739,227
bedtools_annotatebed/2.27.1,0.9846739498480499,6
Determine_BC/2.1.2,0.9844123288683149,22
EMBOSS: digest23/5.0.0,0.9841860706315702,36
hicexplorer_hicplotmatrix/3.4.2.0,0.9841395829391372,16
freebayes/0.4.1,0.9841208513744646,5
cshl_fastx_clipper/1.0.1,0.984027740049047,34
fastq_manipulation/1.1.1,0.9838750184368132,56
blastxml_to_top_descr/0.0.9,0.9837517053612601,4
extract_transcript_to_gene_map_from_trinity/1.1.17,0.9834545274237401,139
karyotype_Plot_1/1.0.0,0.9834038464167935,20
mothur_seq_error/1.36.1.0,0.9833916564544601,3
lofreq_indelqual/2.1.3.1,0.9833459755645302,109
busco/5.3.1,0.9832074688545304,47
dada2_plotComplexity/1.12,0.9831139380539126,111
bedtools_genomecoveragebed/2.27.1,0.9830852035722351,174
abims_xcms_summary/3.4.4.0,0.983063684110973,26
scater_plot_exprs_freq/1.12.2,0.9828184800404736,14
bedtools_bed12tobed6/2.29.2,0.9825743810650636,15
cutadapt/1.16.3,0.9825731161895088,181
scanpy_read_10x/1.4.3,0.9825599710773422,157
vcffilter2/0.0.3,0.9822537289060234,44
chira_map/1.2.0,0.9821858112245556,8
openbabel_filter/2.4.2.1.1,0.982003302507902,12
qiime_pick_rep_set/1.9.1.0,0.9819137321334743,425
rna_quast/2.1.0,0.9818466967635368,8
scanpy_filter_cells/1.8.1,0.9817888244767857,103
chira_quantify/1.3.3,0.9817480794217178,13
Digestor/2.6,0.9816218638071651,654
datamash_transpose/1.0.6,0.9815836019531593,91
fasta_filter_by_length/1.1,0.9815327882370992,5162
TargetedFileConverter,0.9810805131542543,33
sklearn_numeric_clustering,0.981066479024187,10
snpSift_caseControl/3.4,0.981057826704982,59
hicexplorer_hicaggregatecontacts/3.3.1.0,0.9808231102552738,8
iterative_map_pipeline/1.0,0.9805942902372758,13
rseqc_read_GC/2.6.4,0.9804926656101316,71
canu/1.7,0.9803672690330151,21
bedtools_multiintersectbed/2.29.2,0.9802568394796891,187
tximport/1.22.0,0.9802523392059399,64
snippy_core/4.4.5,0.9801938360632326,23
pampa_glmcomm/0.0.1,0.98007092069956,31
bedtools_multiintersectbed/2.29.0,0.9799161521001564,195
nextalign/1.3.0,0.9798693590941329,5
samtools_bam_to_cram/1.9,0.9798663439512306,4
cd_hit_protein/1.3,0.9796158950582462,245
obi_sort/1.2.13,0.9795189819634429,12
deeptools_bam_compare/3.0.1.0,0.9794926203356324,4
sina/1.7.1,0.9794312935257734,11
deeptools_bamCoverage/1.5.11.0,0.9792418511849107,4
regexColumn1/1.0.0,0.9792078893893025,1631
hifive/0.1.0,0.979066170519482,3
monocle3_preprocess/0.1.4,0.9789105428370672,5
spades_rnaviralspades/3.15.3,0.9788595875863937,3
scanpy_run_umap/1.4.30,0.9787632896648473,222
trnascan/0.4,0.9787427770470847,268
bedtools_unionbedgraph/2.29.0,0.9785506003455703,95
vcffixup/1.0.0_rc1,0.9785227522405507,96
tbl2gff3/1.2,0.9784841192938917,33
macs2_bdgbroadcall/2.1.1.20160309.0,0.9780490924869848,265
trinity/2.6.6,0.9780400520217838,12
mothur_dist_seqs/1.36.1.0,0.9777643886338203,3
gmx_em/2021.3,0.9777511014034728,62
biom_convert/2.1.5.4,0.9777321201833727,66
scanpy_find_cluster/1.4.30,0.9777045963005583,238
stacks2_sstacks/2.55,0.9775701785940341,4
seurat_read10x/2.3.1,0.9774022995857031,24
humann2_split_stratified_table/0.11.1.1,0.977357152352963,147
trinotate/3.1.1,0.9772721276562756,28
MAF_Thread_For_Species1,0.9772324805511584,28
trinity_filter_low_expr_transcripts/2.9.1,0.9771744824086405,132
samtools_sort/1.0.2,0.9771177334198414,117
wolf_psort/0.0.11,0.9771127993956147,247
cshl_fastx_reverse_complement/1.0.0,0.9769482197252088,30
vcfgeno2haplo/1.0.0_rc1,0.9767727673904885,25
maxquant_mqpar/1.6.3.4,0.9766783385173261,15
seurat_scale_data/3.1.2,0.9766760554873549,16
replace_chromosome_names/0.1,0.9766277148797678,83
ivar_consensus/1.2,0.9764889587049046,100
bedtools_mergebed/2.27.1,0.9764214823277502,80
bio3d_pca_visualize/2.3.4,0.9764096780145557,426
EMBOSS: backtranseq2/6.6.0,0.976390994058734,107
humann2_split_table/0.11.1.1,0.976380828449266,90
bedtools_coveragebed/2.27.1,0.9763617950935543,138
hicexplorer_hicfindrestrictionsites/3.4.3.0,0.9763561260131127,48
schicexplorer_schicconsensusmatrices/4.0,0.9763111836710089,22
proteomiqon_peptidespectrummatching/0.0.7,0.976116008380092,75
qiime_upgma_cluster/1.9.1.0,0.9760663613218609,23
peakcalling_sicer/0.0.2,0.9758595152525237,102
schicexplorer_schiccreatebulkmatrix/4.0,0.9756308334896884,16
plotly_ml_performance_plots/0.2,0.9754991567933093,354
